assertion_id,rule,side,事件,结论,依据,经典原文
cai_201,十神,bazi,财运,财库现且财星入墓 → 蓄财之象（财藏库中，善积蓄/家底实）,"财库论（《三命通会》""财库喜藏，藏则富""）——财星入库者善积蓄（参考 mingli-skills phase6）","《三命通会》""财库喜藏，藏则富""）——财星入库者善积蓄（参考 mingli-skills phase6）"
cai_202,十神,bazi,财运,有财库但财未入库 → 财库虚设，蓄财力一般（财过手多）,财库需财星入方为实库（《三命通会》财库论；参考 mingli-skills phase6）,《三命通会》财库论
cai_204,十神,bazi,财运,中上财富（食神生财 + 身财两停——才华变现）,财富层次（参考 mingli-skills phase6：中上=食神生财+身财两停）,《滴天髓》食伤生财：食神生财而身财两停主中上财富
cai_301,十神,bazi,财运,正财透干 → 稳定收入（工资/工薪/实业）,正财主稳定收入（《渊海子平》正财论；参考 mingli-skills phase6 6.2）,《渊海子平》正财论
cai_302,十神,bazi,财运,偏财透干 → 投资/副业/投机收入（偏门财）,偏财主投机投资（《渊海子平》偏财论；参考 mingli-skills phase6）,《渊海子平》偏财论
cai_303,十神,bazi,财运,正偏财混杂 → 综合收入型（主业+副业并进）,财星混杂主多源收入（参考 mingli-skills phase6：正偏财混杂→综合收入型）,《渊海子平》正偏财论：正偏财混杂主综合收入型
cy_301,十神,bazi,财运,印星旺而财藏不透——财为印夺，理财无观念/财由母（长辈）代管（《三命通会》印绶夺财；0030）,印绶夺财——财藏被印化，财不由己（《三命通会》）,《三命通会》印绶夺财
cai_304,十神,bazi,财运,财星现（原局有财）→ 有财源命基；财为喜用时见财可得，财为忌时见财即耗（须配合用忌）,财星定有无、身强定胜负（wealth.md 开篇第一判据）；原局见财为财源之基（《渊海子平》财星论）——用忌定得失,《渊海子平》财星论
zy_105,十神,bazi,职业类型,官印主公职/体制/文教（国企/公务员/教师/文职）——官印相生主名分稳定,官印类象：体制、名分、文书（《子平真诠》官印相生）；0157 国企/0141 高管印旺,《子平真诠》官印相生）
zy_106,十神,bazi,职业类型,比劫伤官主创业/自营（老板/个体/合伙人）——比劫自主+伤官才华不服管,比劫类象：自主竞争；伤官类象：才华不受拘束 → 创业（《子平真诠》）；0012/0088 老板伤官比劫旺,《子平真诠》）
zy_107,十神,bazi,职业类型,食伤旺 + 正财旺——销售/中介/保险类职业（食伤口才+正财经营；0039 偏印旺亦做保险——偏印旺不排除销售类）,食伤生财类象：以技艺口才生财（《滴天髓》食伤生财）；0039 保险食神正财,《滴天髓》食伤生财）
xg_201,十神,bazi,性情,聪明外露、不拘小节、爱表现,伤官主才华外露、叛逆不拘（《滴天髓》伤官者聪明俊秀）,《滴天髓》伤官者聪明俊秀）
xg_202,十神,bazi,性情,好胜强势、行动力强、仗义,劫财主竞争好胜、敢作敢为,《滴天髓》比劫论：比劫旺主好胜强势、行动力强
xg_203,十神,bazi,性情,仁厚保守、顾虑多、重名声,正印主仁慈守成、思虑周详,《子平真诠》印绶论：印星主仁厚保守、重名声
xg_204,十神,bazi,性情,威严果决、魄力强、不服输,七杀主威严魄力、雷厉风行（《滴天髓》七杀者性烈）,《滴天髓》七杀者性烈）
xg_205,十神,bazi,性情,温和知足、善享受、口福好,食神主温和享受、才艺从容,《渊海子平》食神论：食神主温和知足、善享受
xg_206,十神,bazi,性情,慷慨大方、善交际、理财活,偏财主慷慨灵活、交际广,《渊海子平》偏财论：偏财主慷慨大方、善交际
zy_101,十神,bazi,职业类型,偏印主玄学/偏门/不动产/特殊行业（命理风水/殡葬/房产田宅/心理咨询）——同时偏印主技术/工程/研发/体育健身/医疗技术（偏门技术不走主流路线）——偏印主神秘玄学与非主流，但也主专业技能型工作,偏印类象：玄学、偏门、技术（《子平真诠》偏印主偏业）——偏印主特殊技能包括工程技术、体育训练、医疗技术,《子平真诠》偏印主偏业）
zy_102,十神,bazi,职业类型,食伤主技术/才艺/口才类职业（工程师/教练/创作/表演/技艺）——食伤吐秀主才华,食伤类象：技艺、才华、表达（《滴天髓》食伤泄秀）；0027 工程师/0154 教练/0123 卖艺,《滴天髓》食伤泄秀）
zy_103,十神,bazi,职业类型,正财主财务/正当经营（会计/金融/出纳/稳定生意）——财星主财,正财类象：财务、正当财源（《子平真诠》财星）；0115 会计正财透,《子平真诠》财星）
zy_104,十神,bazi,职业类型,七杀主武职/管理/竞争性行业（军警/执法/管理/江湖）——杀主权柄威严,七杀类象：武职、权柄、竞争（《渊海子平》七杀主武）；0132 酒吧老板七杀,《渊海子平》七杀主武）
jk_311,合会,bazi,健康,三合成局（寅午戌火局）→ 火极旺，心/小肠/血脉亢盛（旺极转忌，防宿疾）,三合局成=该五行聚气旺极（app/health.md 过旺阈值：三合局/三会方→旺极转忌）；三合火局主心火亢（hehui.md）,《滴天髓》旺极转忌
jk_312,合会,bazi,健康,三合成局（巳酉丑金局）→ 金极旺，肺/鼻/皮毛亢盛（旺极转忌，防宿疾）,三合局成=该五行聚气旺极（app/health.md 过旺阈值）；三合金局主肺金燥（hehui.md）,《滴天髓》旺极转忌
jk_313,合会,bazi,健康,三合成局（申子辰水局）→ 水极旺，肾/膀胱/耳亢盛（旺极转忌，防宿疾）,三合局成=该五行聚气旺极（app/health.md 过旺阈值）；三合水局主肾水泛（hehui.md）,《滴天髓》旺极转忌
jk_314,合会,bazi,健康,三合成局（亥卯未木局）→ 木极旺，肝/胆/筋骨亢盛（旺极转忌，防宿疾）,三合局成=该五行聚气旺极（app/health.md 过旺阈值）；三合木局主肝木盛（hehui.md）,《滴天髓》旺极转忌
jk_315,合会,bazi,健康,三会成方（寅卯辰木方）→ 木极旺，肝/胆/筋亢盛（旺极转忌，防宿疾）,三会方成=该五行一方聚气旺极（app/health.md 过旺阈值）；三会木方主肝木亢（hehui.md）,《滴天髓》旺极转忌
jk_316,合会,bazi,健康,三会成方（巳午未火方）→ 火极旺，心/小肠/血脉亢盛（旺极转忌，防宿疾）,三会方成=该五行一方聚气旺极（app/health.md 过旺阈值）；三会火方主心火亢（hehui.md）,《滴天髓》旺极转忌
jk_317,合会,bazi,健康,三会成方（申酉戌金方）→ 金极旺，肺/鼻/皮毛亢盛（旺极转忌，防宿疾）,三会方成=该五行一方聚气旺极（app/health.md 过旺阈值）；三会金方主肺金燥（hehui.md）,《滴天髓》旺极转忌
jk_318,合会,bazi,健康,三会成方（亥子丑水方）→ 水极旺，肾/膀胱/耳亢盛（旺极转忌，防宿疾）,三会方成=该五行一方聚气旺极（app/health.md 过旺阈值）；三会水方主肾水泛（hehui.md）,《滴天髓》旺极转忌
zh_101,合会,bazi,十神组合,枭神夺食：有福难享，健康/子女隐忧,偏印夺食神（食神为福寿之源）→ 福气被夺（《三命通会》枭神夺食，非食在柱干）,《三命通会》枭神夺食，非食在柱干）
zh_102,合会,bazi,十神组合,羊刃驾杀：杀刃相济，掌权/武贵，性格刚毅,七杀得羊刃制化 → 杀刃相济，武职掌权（《渊海子平》羊刃驾杀）,《渊海子平》羊刃驾杀）
zh_103,合会,bazi,十神组合,伤官见官：口舌是非，官非/变动倾向,伤官与正官两强相见 → 为祸百端（《渊海子平》伤官见官为祸百端，无印则真）,《渊海子平》伤官见官为祸百端，无印则真）
zh_104,合会,bazi,十神组合,食神制杀——以食制杀，贵而掌权,食伤旺制七杀，以食制杀为用（《渊海子平》）,《渊海子平》食神制杀
zh_106,合会,bazi,十神组合,财旺生官——财官双美，富贵双全,财旺生官，财官双美主富贵（《渊海子平》）,《渊海子平》财官双美
zh_201,合会,bazi,天干五合,甲己合土——中正之合，主人稳重守信，合化成功则土性增强,甲己合化土，中正之合（《三命通会》天干五合）,《三命通会》天干五合：甲己合化土
zh_202,合会,bazi,天干五合,乙庚合金——仁义之合，主人刚义果决，合化成功则金性增强,乙庚合化金，仁义之合（《三命通会》天干五合）,《三命通会》天干五合：乙庚合化金
zh_203,合会,bazi,天干五合,丙辛合水——威制之合，主人威严，合化成功则水性增强,丙辛合化水，威制之合（《三命通会》天干五合）,《三命通会》天干五合：丙辛合化水
zh_204,合会,bazi,天干五合,丁壬合木——淫匿之合，主人多情，合化成功则木性增强,丁壬合化木，淫匿之合，主多情多欲（《三命通会》天干五合）,《三命通会》天干五合：丁壬合化木
zh_205,合会,bazi,天干五合,戊癸合火——无情之合，主人外表合群内心独立，合化成功则火性增强,戊癸合化火，无情之合（《三命通会》天干五合）,《三命通会》天干五合：戊癸合化火
zh_206,合会,bazi,地支六合,子丑合土——代表亲密结合，人际和谐,子丑合化土，主结合亲近（《三命通会》地支六合）,《三命通会》地支六合
zh_207,合会,bazi,地支六合,寅亥合木——合作共生，互相滋养,寅亥合化木，主合作共赢,《三命通会》地支六合
zh_208,合会,bazi,地支六合,卯戌合火——热情结合，暗中相合,卯戌合化火，主暗中结合,《三命通会》地支六合
zh_209,合会,bazi,地支六合,辰酉合金——亲密友善，相亲相爱,辰酉合化金，主亲和友善,《三命通会》地支六合
zh_210,合会,bazi,地支六合,巳申合水——先合后刑，关系复杂,巳申既合又刑，主关系先好后复杂,《三命通会》地支六合
zh_211,合会,bazi,地支六合,午未合土——内外配合，互助互益,午未合化土，主内外配合,《三命通会》地支六合
zh_212,合会,bazi,地支三合,申子辰三合水局——水势大旺，智慧/流动/变化增强,申子辰合水局，水属性大旺,《三命通会》地支三合
zh_213,合会,bazi,地支三合,亥卯未三合木局——木势大旺，仁慈/成长/扩张增强,亥卯未合木局，木属性大旺,《三命通会》地支三合
zh_214,合会,bazi,地支三合,寅午戌三合火局——火势大旺，热情/行动/表达增强,寅午戌合火局，火属性大旺,《三命通会》地支三合
zh_215,合会,bazi,地支三合,巳酉丑三合金局——金势大旺，果断/规则/收敛增强,巳酉丑合金局，金属性大旺,《三命通会》地支三合
zh_216,合会,bazi,地支三会,寅卯辰三会东方木——木气最旺，仁慈/成长力极强,寅卯辰会东方木，三会力量大于三合,《三命通会》地支三会
zh_217,合会,bazi,地支三会,巳午未三会南方火——火气最旺，热情/行动力极强,巳午未会南方火，三会力量大于三合,《三命通会》地支三会
zh_218,合会,bazi,地支三会,申酉戌三会西方金——金气最旺，果断/规则性极强,申酉戌会西方金，三会力量大于三合,《三命通会》地支三会
zh_219,合会,bazi,地支三会,亥子丑三会北方水——水气最旺，智慧/流动性极强,亥子丑会北方水，三会力量大于三合,《三命通会》地支三会
zh_220,合会,bazi,地支六冲,子午相冲——水火交战，情绪波动/人际冲突,子午冲主情绪波动，水火不容,《三命通会》地支六冲
zh_221,合会,bazi,地支六冲,丑未相冲——土库相冲，财库冲开/变动,丑未冲主财库冲开，变动有关,《三命通会》地支六冲
zh_222,合会,bazi,地支六冲,寅申相冲——金木交战，奔波/变动/交通,寅申冲主驿马变动，奔波外出,《三命通会》地支六冲
zh_223,合会,bazi,地支六冲,卯酉相冲——金木交战，约束/纪律/变化,卯酉冲主约束变化,《三命通会》地支六冲
zh_224,合会,bazi,地支六冲,辰戌相冲——土库相冲，事业变动/人际变化,辰戌冲主事业变动,《三命通会》地支六冲
zh_225,合会,bazi,地支六冲,巳亥相冲——水火交战，远行/迁移/内心冲突,巳亥冲主远行迁移,《三命通会》地支六冲
zh_226,合会,bazi,地支六害,子未相害——暗中有损，人际关系暗碍,子未害主暗中损害,《三命通会》地支六害
zh_227,合会,bazi,地支六害,丑午相害——内耗暗损，合作有碍,丑午害主内耗,《三命通会》地支六害
zh_228,合会,bazi,地支六害,寅巳相害——受制于人，竞争受碍,寅巳害主受制,《三命通会》地支六害
zh_229,合会,bazi,地支六害,卯辰相害——明争暗斗，人际暗碍,卯辰害主争斗,《三命通会》地支六害
zh_230,合会,bazi,地支六害,申亥相害——暗中损耗，决策受碍,申亥害主暗损,《三命通会》地支六害
zh_231,合会,bazi,地支六害,酉戌相害——暗害嫉妒，小人暗害,酉戌害主暗害,《三命通会》地支六害
zh_232,合会,bazi,地支相刑,寅巳申三刑（无恩之刑）——恩将仇报，忘恩负义之象,寅巳申为无恩之刑，主恩将仇报,《三命通会》地支三刑
zh_233,合会,bazi,地支相刑,丑戌未三刑（持势之刑）——仗势欺人，官非诉讼,丑戌未为持势之刑，主官非诉讼,《三命通会》地支三刑
zh_234,合会,bazi,地支相刑,子卯相刑（无礼之刑）——无礼冒犯，两代不和,子卯为无礼之刑，主无礼冒犯,《三命通会》地支三刑
wai_101-or1,外貌,bazi,身材,身材高瘦细长、身姿挺拔,木主条达舒展，日主木旺 → 高瘦挺拔（0118 乙木高瘦）,《麻衣相法》五行形相：木形人身姿修长挺拔
wai_101-or2,外貌,bazi,身材,身材高瘦细长、身姿挺拔,木主条达舒展，日主木旺 → 高瘦挺拔（0118 乙木高瘦）,《麻衣相法》五行形相：木形人身姿修长挺拔
wai_102,外貌,bazi,身材,身材细瘦、骨感（木受制则形弱）,木被金克 → 形体受制，细瘦,《麻衣相法》五行形相：木受制则形体清瘦骨感
wai_103,外貌,bazi,身材,身材偏矮、体态敦实（土多主厚重）,木日主而土多（土主敦实厚重）→ 压其条达，偏矮实（0009 甲木土3矮胖）,《麻衣相法》五行形相：土形人体态敦实偏矮
wai_104,外貌,bazi,身材,骨架清朗、体格健壮,金主骨相刚健 → 骨架分明/健壮（0155 庚金健壮）,《麻衣相法》五行形相：金形人骨架清朗体格健壮
wai_105,外貌,bazi,外貌,皮肤白皙,金主白色 → 金旺肤色白（0118 金旺白皙）,《麻衣相法》五行形相：金水主肤白
wai_106,外貌,bazi,身材,体态圆润、偏丰盈,水主润下趋圆 → 圆润丰满,《麻衣相法》五行形相：水形人体态丰盈
wai_107,外貌,bazi,身材,身材中高、偏瘦、面部尖削,火主炎上尖透 → 中高偏瘦,《麻衣相法》五行形相：火形人面尖削、中高偏瘦
wai_108,外貌,bazi,身材,体态敦实、偏矮,土主厚重 → 敦实偏矮,《麻衣相法》五行形相：土多主敦实偏矮
wai_109,外貌,bazi,身材,身材偏瘦（食伤泄秀主清瘦；水土日主不在此列）,日主木 + 食伤泄秀 → 形体清瘦,《麻衣相法》五行形相：食伤泄秀主形体清瘦
wai_109b,外貌,bazi,身材,身材偏瘦（食伤泄秀主清瘦；水土日主不在此列）,日主火 + 食伤泄秀 → 形体清瘦,《麻衣相法》五行形相：食伤泄秀主形体清瘦
wai_109c,外貌,bazi,身材,身材偏瘦（食伤泄秀主清瘦；水土日主不在此列）,日主金 + 食伤泄秀 → 形体清瘦,《麻衣相法》五行形相：食伤泄秀主形体清瘦
wai_110,外貌,bazi,身材,体态敦实（印重主丰实）,印星重 → 形体丰实,《麻衣相法》五行形相：印重主丰实敦厚
dy_101,大运,bazi,大运定性,大运有配偶星（男财/女官）→ 该运内婚缘/配偶事主导,配偶星得地大运 → 婚缘实（岁运论）,《三命通会》论大运：大运有配偶星主该运婚动
dy_102a,大运,bazi,大运比劫,大运比劫 + 身强 → 破财/合伙纠纷/竞争（比劫夺财）,身强大运比劫 → 比劫夺财破财（《滴天髓》比劫夺财）,《滴天髓》比劫夺财
dy_102b,大运,bazi,大运比劫,大运比劫 + 身弱 → 帮身得助（吉，比劫助身）,身弱大运比劫 → 比劫帮身得助（《子平真诠》身弱喜比劫）,《子平真诠》身弱喜比劫
dy_102c,大运,bazi,大运比劫,大运比劫 + 身中和 → 朋友/同侪竞争与助力并存（比劫平运，吉凶看流年）,身中和遇大运比劫 → 比劫平运，朋友竞争与助力并存（《子平真诠》比劫论）,《子平真诠》比劫论
dy_103,大运,bazi,大运定性,大运官杀 → 官非/压力/事业（身弱官杀为忌则官非）,官杀主官非、压力、职权（身弱则官杀攻身）,《三命通会》论大运：大运官杀主官非/压力/事业
dy_104,大运,bazi,大运定性,大运印星 → 学业/贵人/房产（印主文书、庇护、房屋）,印绶主学业文书、房屋庇护（《渊海子平》印绶）,《渊海子平》印绶）
dy_105,大运,bazi,大运定性,大运食伤 → 才艺/变动/创业（泄秀吐秀，身弱则耗）,食伤主才艺表达、创业变动（《滴天髓》食伤吐秀）,《滴天髓》食伤吐秀）
cai_110,大运,bazi,财运,比劫大运 → 破财期（合伙/争斗/开销大）,比劫运夺财（《滴天髓》比劫运主破财；fangfa/fangfa/caiyun.md 大运方向）,《滴天髓》比劫运主破财
cai_111,大运,bazi,财运,食伤大运 → 技术/投资得财（食伤生财）,食伤运生财（《滴天髓》食伤生财；fangfa/fangfa/caiyun.md 大运方向）,《滴天髓》食伤生财
yj_102,年五行,bazi,流年身体损,流年支受克——身体/脏腑受损,流年地支受克 → 地支主内腑，受克主病（yingqi ying_h21 同构）,《渊海子平》地支受克
ying_h21,年五行,bazi,健康,本命五行亢（旺）而流年支受其克——健康凶年（本命失衡+流年引动应病；0005 本命土金旺克 2020 子水——健康出问题）,本命五行亢而流年受克应病（《滴天髓》五行情偏为病）,《滴天髓》五行情偏为病
yliu_101,年六亲,bazi,流年六亲灾,配偶星受克——亲密关系/家庭灾候选,流年配偶星克 → 配偶或亲密关系受损，连带家庭动荡（《滴天髓》六亲星受克）,《滴天髓》六亲星受克
yliu_102,年六亲,bazi,流年六亲动,配偶宫位冲——家庭变动候选,流年配偶星冲引动配偶宫 → 家庭/亲密关系变动候选（《三命通会》冲主变动）,《三命通会》冲
yliu_103,年六亲,bazi,流年六亲凶,配偶星现而被克——凶应,流年配偶星透干且受克 → 凶应（配偶现而受克，同构 hun 婚变）,《滴天髓》
ymar_101,年六亲,bazi,流年婚动,流年婚动强——配偶星透干且值夫妻宫，成婚一级候选,流年配偶星透干 + 值夫妻宫（配偶星实至宫位）→ 成婚实据（《渊海子平》配偶星透干方为妻星得地；MingLi-Bench 应期题）,《渊海子平》配偶星透干
ymar_102,年六亲,bazi,流年婚动,换运首年 + 配偶星透干——一级成婚候选,大运交接首年主变 + 配偶星透干 → 成婚一级候选（《三命通会》换运主大变动；考时准则 3）,《三命通会》换运
ymar_103,年六亲,bazi,流年婚动,大运配偶星窗口内透干——成婚候选,大运为配偶星运且流年透配偶星 → 成婚候选（《渊海子平》大运财星引动婚）,《渊海子平》大运配偶星
ymar_104,年六亲,bazi,流年婚动,流年配偶星合会 + 配偶星透干——婚动/成婚候选,流年地支合会引动夫妻宫 + 配偶星透 → 婚缘聚合（《三命通会》合会主婚动；0063 合会+透）,《三命通会》合会
ymar_105,年六亲,bazi,流年婚动,流年婚动强——配偶星值宫,流年配偶星值夫妻宫 → 婚动强信号（0068/0076 值宫）,《渊海子平》配偶星得地
ymar_106,年六亲,bazi,流年婚恋,流年配偶星合会——婚恋/感情引动（恋爱≠成婚，须配偶星实引动）,流年地支合会主感情聚合（《三命通会》合会主婚动）——单纯合会为恋爱引动，成婚须配偶星透/值宫/换运等实据（考时准则 1）,《三命通会》合会
ymar_106b,年六亲,bazi,流年婚动,配偶星大运窗口内星动（配偶星未透/未值宫）——婚动弱候选,配偶星大运窗口引动（无透无合会值宫）→ 婚动弱（原 ying_106）,《渊海子平》流年论：流年引动大运配偶星主婚动
ymar_107,年六亲,bazi,流年婚动,流年配偶星冲夫妻宫——婚动（手续/仪式/法律变动，签纸登记）,六冲夫妻宫主手续/仪式/法律变动（《三命通会》冲主变动；考时准则 2——选项含签纸/登记语义时指认）,《三命通会》冲
ymar_108,年六亲,bazi,流年婚变,流年配偶星受克——婚变/感情受损候选,流年克配偶星 → 婚变候选（《滴天髓》配偶星受克主婚缘损）,《滴天髓》配偶星受克
ymar_109,年六亲,bazi,流年婚变,流年配偶星冲+克——婚变凶应期,流年冲夫妻宫且配偶星受克 → 婚变凶应（ying_107 同构；MingLi-Bench 离婚题）,《三命通会》冲克
ymar_110b,年六亲,bazi,流年婚动,流年配偶星冲 + 配偶星透——婚动（变动叠加）,流年冲夫妻宫 + 配偶星透 → 婚动（原 ying_110b）,《三命通会》论冲合：冲夫妻宫而配偶星透干主婚动（冲主变动）
yx_206,年六亲,bazi,流年学业引,流年母星透（印星）——学业引动/升学/考试吉应,流年母星透干：学籍/文书动，考试升学应期（《子平真诠》印主文书学籍）,《子平真诠》印主文书
yz_101,年六亲,bazi,流年生育,子女星透干——生育信号（得子候选）,流年子女星透干 → 子女星显（生育候选；《渊海子平》子女星透）,《渊海子平》子女星
yz_102,年六亲,bazi,流年子女凶,子女星受克——孕产凶险/子女灾,流年克子女星 → 孕产凶险/子女灾候选（《滴天髓》子女星受克；考时补则1：凶险≠否定得子）,《滴天髓》子女星受克
yz_103,年六亲,bazi,流年生育,子女星合会引动——得子候选,流年地支合会子女星 → 生育引动（《三命通会》合会引动）,《三命通会》合会
ying_107,年六亲,bazi,凶事,凶事应期（配偶星受克+配偶宫冲）,流年配偶星克 + 流年配偶星冲 → 凶应（婚变/感情破败）,《三命通会》论冲：配偶星被克而宫位逢冲主凶事应期
ying_108,年六亲,bazi,凶事,凶事应期（配偶星受克）,流年干支克配偶星五行 → 配偶星受克主凶（婚变/感情受损）,《滴天髓》忌神论：配偶星（用神）受克主凶事应期
ymar_110-1,年六亲,bazi,流年婚变,忌神年 + 本命伤官克官——婚变候选,流年忌神透干 + 本命伤官克官 → 婚变候选（忌神攻身之年感情受损）,《子平真诠》忌神攻身
ymar_110-2,年六亲,bazi,流年婚变,忌神年 + 本命比劫夺财——婚变候选,流年忌神透干 + 本命比劫夺财 → 婚变候选（忌神攻身之年感情受损）,《子平真诠》忌神攻身
ymar_110-3,年六亲,bazi,流年婚变,忌神年 + 本命宫破——婚变候选,流年忌神透干 + 本命宫破 → 婚变候选（忌神攻身之年感情受损）,《子平真诠》忌神攻身
ymar_111,年六亲,bazi,流年婚变,本命伤官克官——女命婚变候选,女命伤官克官（夫星受制）→ 婚变候选（《女命赋》食伤重者克夫）,《女命赋》
ys_103,年十神,bazi,流年事业变,换运首年——事业/环境大变动（新阶段开始）,大运交接首年主变 → 事业环境更替（《三命通会》换运主大变动）,《三命通会》换运
yliu_104,年十神,bazi,流年母星受克,财坏印——母星受克（母灾候选）,财坏印：印星（母）被财克 → 母灾候选（《子平真诠》财坏印；0013 财坏印母灾）,《子平真诠》财坏印
yx_102,年十神,bazi,流年学业挫,财坏印——印星（学术）受损，考试失利,财坏印：印星（学术/文书）被财克 → 学业受损（《子平真诠》财坏印；学籍看印）,《子平真诠》财坏印
ycai_101,年十神,bazi,流年破财,流年财星受克——破财候选,流年财星克 → 破财候选（《滴天髓》财星受克论）,《滴天髓》财星受克论
ycai_103,年十神,bazi,流年得财,财星透干——进财/得财机会,流年财星透干 → 财星显（进财机会；得财与否看身强任财）,《渊海子平》财星透干
ycai_104,年十神,bazi,流年得财,流年财星合会——得财/合作得财候选,流年地支合会财星 → 得财候选（合会引动财星）,《三命通会》合会
ycai_105,年十神,bazi,流年破财,财坏印——破财损名声,财坏印：财克印 → 破财损名（《子平真诠》财坏印）,《子平真诠》财坏印
yj_103,年十神,bazi,流年精神损,财坏印——精神/心理受损（印主精神）,财坏印：印星（精神）被财克 → 心绪受损（《子平真诠》财坏印；0001 财坏抑郁）,《子平真诠》财坏印
ying_112,年十神,bazi,健康,健康/精神凶年（财坏印）,流年干为印星、支为财星且财克印 → 印星主精神被财坏，心绪受损（《子平真诠》财星坏印；0001 1996 丙子）,《子平真诠》财星坏印
ying_114,年十神,bazi,凶事,凶事年（忌神透+财坏印）,忌神透干且财坏印 → 双凶叠加（0001 1996 丙子 抑郁）,《滴天髓》忌神论 + 《渊海子平》财坏印：忌神透而财坏印主凶年
ying_h07,年十神,bazi,应期,日犯岁君（日干克流年干）→ 凶年（身弱更甚；五行有救反得财）,日犯岁君主凶（古籍明断 H07/H08，参考 mingli-skills step8）,《三命通会》论日犯岁君：日干克流年天干主凶（古籍明断）
ying_h15,年十神,bazi,应期,空亡填实 → 应吉凶之年（忌神填实应凶/用神填实应吉）,空亡填实主应事（古籍硬标注 H15/H16，参考 mingli-skills step8）,《三命通会》论空亡：空亡被流年填实主应吉凶
ying_h18,年十神,bazi,凶事,流年三刑 + 女命食伤重——损胎/子息损（《渊海子平》女命食伤逢冲刑主损胎；0019 2016 堕胎）,《渊海子平》女命食伤逢冲刑主损胎,《渊海子平》女命食伤逢冲刑主损胎
ying_h19,年十神,bazi,婚变,流年夫/妻星透干 + 三刑 + 食伤重克官——婚变年（《三命通会》夫星透而流年刑冲主婚变；0018 2013 离婚）,《三命通会》夫星透干而流年刑冲主婚变——0018 2013 癸巳夫星透+三刑+食伤重,《三命通会》夫星透干流年刑冲主婚变
ys_102,年合会,bazi,流年事业变,天克地冲日柱——事业大变动年（转工/动荡）,流年天克地冲日柱 → 本命大变动，事业动荡（《三命通会》天克地冲）,《三命通会》天克地冲
ys_104,年合会,bazi,流年事业变,岁运并临——事业大变动候选,岁运并临（流年=大运）→ 大变动之年，事业起伏（《渊海子平》岁运并临）,《渊海子平》岁运并临
ys_105,年合会,bazi,流年事业动,流年干合日主——事业人际/合作变动,流年天干合入日主 → 外部人事合入（合作/人际变动，《三命通会》天干五合）,《三命通会》天干五合
ys_106,年合会,bazi,流年事业非,三刑流年——是非/官非/刑伤，事业受阻,三刑成立 → 是非官非刑伤之年（yingqi 同构；《三命通会》三刑）,《三命通会》三刑
yliu_105,年合会,bazi,流年六亲大变,天克地冲——家宅/六亲大变之年,流年天克地冲日柱 → 家宅六亲大变动（按题目指认父/母/家宅）,《三命通会》天克地冲
yliu_107,年合会,bazi,流年六亲应期,伏吟日柱——六亲应期候选,流年伏吟日柱 → 本命伏吟应期（按题目语义指认六亲事件）,《渊海子平》伏吟
yliu_108,年合会,bazi,流年六亲刑伤,三刑流年——六亲刑伤候选,三刑成立 → 断事年（健康/是非/六亲刑伤——刑入正印丧母/偏财丧父，yingqi 同构）,《三命通会》三刑
ymar_112,年合会,bazi,流年大变,天克地冲日柱——婚姻大变动年（成婚/婚变均按题目指认）,流年天克地冲日柱 → 本命大变动（《三命通会》天克地冲）——婚姻题按选项语义指认（0032/0077 天克地冲年应事）,《三命通会》天克地冲
ycai_108,年合会,bazi,流年财变动,天克地冲日柱——财运大变动年,流年天克地冲日柱 → 财运大变动（破财/得财按题指认）,《三命通会》天克地冲
ycai_109,年合会,bazi,流年财变动,岁运并临——财运大变动候选,岁运并临（流年=大运）→ 大变动之年（财运起伏）,《渊海子平》岁运并临
yj_104,年合会,bazi,流年健康大凶,天克地冲日柱——健康大凶年,流年天克地冲日柱 → 本命大冲，健康凶应（《三命通会》天克地冲）,《三命通会》天克地冲
yj_105,年合会,bazi,流年健康应,伏吟日柱——健康应期候选,流年伏吟日柱 → 本命伏吟应期（《渊海子平》伏吟）,《渊海子平》伏吟
ying_h01,年合会,bazi,应期,岁运并临（流年=大运）→ 大变动之年（并临为忌/用神被冲可至重病/死亡——0060 2017 岁运并临后癌症不治）,岁运并临主大变动（古籍硬标注 H01-H03，参考 mingli-skills step8）,《三命通会》论岁运并临：流年与大运干支相同主大变动（古籍硬标注）
ying_h04,年合会,bazi,应期,流年天克地冲日柱 → 婚灾/自身灾大凶之年（用神被冲更甚）,天克地冲日柱主婚灾/自身灾（古籍硬标注 H04，参考 mingli-skills step8）,《三命通会》论天克地冲：流年天克地冲日柱主婚灾/自身灾
ying_h09,年合会,bazi,应期,三刑成立（丑未戌/寅巳申齐）→ 断事年（健康/是非/破财——刑入正印丧母/偏财丧父）,三刑断事（古籍硬标注 H09/H19/H20，参考 mingli-skills step8）,《三命通会》论三刑：丑未戌/寅巳申三刑成立主断事（健康/是非/破财）
ying_h11,年合会,bazi,应期,伏吟日柱（流年=日柱）→ 本人或配偶有灾/破财,伏吟主灾（古籍硬标注 H11，参考 mingli-skills step8）,《三命通会》论伏吟：流年与日柱相同主本人或配偶有灾
ying_h20,年合会,bazi,凶事,流年年柱干伏吟 + 三刑——父母宫动，家变/父母变动（离异/分居）（《三命通会》伏吟主变动；0119 2016 丙戌→丙申父母离异）,《三命通会》伏吟主变动——父母宫（年柱）伏吟+三刑主家变,《三命通会》伏吟主变动
